participant__session__code,participant__session_id,participant__id_in_session,participant__code,channel,nickname,body,timestamp
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,do you have a guess,1492670420.90274
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,Isn't the u a bit more flat in the sound,1492670422.56784
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,u,1492670423.54708
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,maybe u,1492670428.31272
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,and then its not gonna be either of them...,1492670430.62277
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,rdy?,1492670431.05786
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,mhm,1492670433.32252
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,can we do that? press instructions,1492670440.50357
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Might be. I'm not really sure. We'll do e,1492670444.25779
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Maybe try a third,1492670445.03718
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,yea love that we spend time discussing two wrong answers,1492670447.44749
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,hmhmhm,1492670449.76271
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,u?,1492670452.43713
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,"ok, e",1492670454.01231
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,but go for U,1492670456.34469
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,u too?,1492670457.11151
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,u is fine with me,1492670459.21896
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,agree,1492670461.21271
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,"apparently not - I just tried, I thought we could hear the vowels again",1492670470.97027
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,thinkkk its u,1492670474.45703
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,50-50 ,1492670477.14784
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,sounded more like e,1492670484.57022
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I was also think e for the other possibility.,1492670485.36522
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,mmm,1492670485.88225
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,You were right last time. Lets do o,1492670486.70805
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,mok e,1492670489.81204
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,You are right,1492670489.86759
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Same. 50-50,1492670490.45905
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,go :),1492670493.29184
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,ok,1492670495.11054
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,I did not get this one,1492670498.64731
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,shit...,1492670499.19301
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Ok let try u then,1492670500.35154
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Maybe it was the one from before. Starts as an E and then gets distorted?,1492670503.99569
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,e,1492670514.42406
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,eee,1492670515.33884
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,was it the øh sound?,1492670515.39883
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,was thinking that as well,1492670534.3983
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,"i'm not sure, kind of sounded like it",1492670537.32489
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,"This was not an o I think, but I did not hear this as a u either",1492670538.14426
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,e?,1492670538.83436
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Yes!,1492670542.67245
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,e,1492670546.17592
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,tru,1492670547.51484
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,ee,1492670549.43709
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,But if you think u - that's our best guess,1492670556.73163
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,"ok, I was not paying enough attention on this one",1492670556.96126
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,so we can try e,1492670560.39618
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Woow a streak,1492670561.4311
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Hmm it's a difficult one. I was thinking either o or u,1492670562.04124
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,ok,1492670565.88853
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,But I dont know here,1492670571.55131
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Did you think it was either i or e?,1492670571.76891
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,70-30,1492670572.35912
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,I thought we ended up in a loop :D,1492670573.16589
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,And you?,1492670577.6894
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,"No, probably not.. Letø's go with u!",1492670584.34371
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,i will go with e,1492670587.60809
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,They were easy :D,1492670587.84813
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,Ill try e,1492670588.60644
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Ok,1492670588.9509
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,e,1492670589.12874
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,ok,1492670592.27831
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Okay!,1492670593.29909
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,40-60,1492670594.57338
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,"the last one was not the øh, damn",1492670595.28031
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,I think i heard eeiihhh,1492670604.04974
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,I think we were both wrong on the last one,1492670618.43368
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,To me it sounded like the one before,1492670618.52776
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,bitleaning u but,1492670620.5273
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,"i agree, we can try i",1492670621.79257
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,u just for the change?,1492670623.67825
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,"ok no, the last one was e :D but this one..",1492670628.86532
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,You are right on O I think,1492670629.18562
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,haha,1492670629.56126
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,"Okay, let's go with u then (y)",1492670630.05938
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,ok,1492670630.94868
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,go,1492670631.70395
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,yea,1492670631.74039
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,ok,1492670632.50228
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,maybe otherwise we know that is u,1492670635.03698
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,try i?,1492670638.51566
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I hate that you cannot hear these sounds twice!,1492670641.33557
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,ok,1492670647.65858
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,oo,1492670648.58823
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,i was considering u and i,1492670654.44237
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,oookay,1492670654.5938
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,I think this is o,1492670657.70687
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,ok,1492670660.88786
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,The o sounds more like 'orhh' to me,1492670666.06089
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,bingo,1492670668.00123
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,okay i,1492670668.30544
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,thought coulkd be i,1492670673.17576
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I was considering E and I!,1492670674.1516
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,okaycool,1492670677.10531
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,I then? ,1492670680.12932
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,There seems to be a pattern,1492670680.5451
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I? :P ,1492670686.64043
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,uhm,1492670687.4211
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Yeah makes sense. But then I think it was more like an e,1492670687.68111
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,haha i do not know if it was the same sound?,1492670689.2835
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,(y) ,1492670689.72093
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,maybe ?,1492670692.57892
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,i thought this was the same as before,1492670693.18975
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,When you hear O I hear U I mean,1492670693.69571
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,We could both have been wrong before.,1492670693.99861
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,terrible computer voice,1492670694.36659
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,i rly like,1492670694.9906
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,e,1492670695.92703
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,yea,1492670698.61869
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I will try I,1492670699.52143
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,yeah,1492670700.88364
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,try i again?,1492670702.14349
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,beautiful computer e,1492670704.94689
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,yes,1492670706.37737
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,gogog :),1492670710.37176
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,"Okay, let's do that then!",1492670713.17995
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,"but its o again, I guess?",1492670718.65991
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Try that ,1492670725.85854
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,e? ,1492670733.60565
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,good job on the last oine,1492670735.73295
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,this one was different,1492670737.1986
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,haha,1492670743.76506
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,I think e here,1492670746.20953
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,now i thought i heard it again,1492670746.90743
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I think it sounded like an y and i feel like that is usually the i,1492670749.99134
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,thinkk u,1492670750.88357
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,We could try. 55-45.,1492670753.84026
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,not surere,1492670754.32566
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,dvj can do,1492670759.5189
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,"okay, i it is",1492670760.87496
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,will try e,1492670763.06296
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Okay,1492670773.00898
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,"ok, try i again?",1492670773.66495
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,oi,1492670774.4835
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,thought also u,1492670775.29013
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,"I wanted to say that here Im sure it wasnt e, but its maybe to bold to say that :D",1492670777.53458
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,can o,1492670779.70861
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,go for u,1492670781.73454
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,thought so too,1492670784.45169
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,we can also try u,1492670784.96246
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,i am not sure?,1492670789.08915
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,Is this the same as previous?,1492670796.38838
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,60-40,1492670796.83716
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I'm not sure,1492670801.93749
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,u / e,1492670803.61151
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Could be,1492670805.57949
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,we meet again,1492670807.57373
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I was really in doubt,1492670812.01919
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,lets try u then,1492670813.1893
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,Sounded a bit like it,1492670813.464
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,No I dont remember the sound anymore. Dont know if im confident on e :D,1492670814.49818
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,e,1492670815.30187
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,do e,1492670816.72124
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I was considering i or u. But not very sure on either.,1492670817.94076
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,"yea, we can do that, it did seem different ",1492670819.00138
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,Should we go with i?,1492670820.37101
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,mhm,1492670820.91293
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Maybe just go with O,1492670823.62829
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Sure,1492670824.70705
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,o and u - maybe U ? ,1492670831.07669
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,oh dear,1492670833.91056
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,think o is too,1492670837.24988
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,But if I heard it otherwere I would not have guessed I,1492670838.23837
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,"Okay, let's try U then",1492670839.81995
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,;-),1492670841.73235
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,wide for this sound,1492670842.26516
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,(y) ,1492670843.05923
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,okay go o,1492670846.87101
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,try u then :D,1492670853.12612
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Good idea,1492670857.88491
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,"ok, you had the i right before",1492670862.38941
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,e,1492670865.47387
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,eeee,1492670866.34045
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,nice,1492670867.62774
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,i perhaps,1492670868.79787
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,e ,1492670869.55519
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,ekey,1492670871.71548
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I feel like it was the y sound again,1492670874.54566
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,ekey,1492670875.7844
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I am pretty sure I did not hear O,1492670880.86319
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,and now i guessed i again......,1492670880.87619
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,I think this was more like ouh,1492670882.86382
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,"Okay, let's do that!",1492670888.89612
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,iiii,1492670892.22866
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,a mushed up i,1492670892.45637
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,kay,1492670893.05079
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,"this was o, Im positive",1492670899.20694
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,try o?,1492670900.67825
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Go for it!,1492670903.35072
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,ok,1492670903.77831
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,go for I then? ,1492670904.69753
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,haha,1492670904.79456
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I think you might be right,1492670907.7289
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,e`?,1492670908.11022
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I will try,1492670908.52687
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,EU,1492670908.6889
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,do e,1492670913.54089
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,This was an 'orhh' I think,1492670914.04072
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,is first,1492670915.76686
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,mhm,1492670916.6198
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,(y) ,1492670917.81746
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,in EWU,1492670918.54291
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Let's go with o then,1492670921.70161
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,emu,1492670922.21667
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Could as well be o,1492670930.21659
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,nice job,1492670933.18478
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,this was an aah,1492670938.23573
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,i perhapsss?,1492670938.35493
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,could not decide i or u,1492670939.81939
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,or u,1492670940.09317
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,"ok, Ill try that",1492670941.09685
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,e & o here,1492670941.31091
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,Ypu are right,1492670942.31431
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,oj,1492670943.16831
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,you*,1492670944.891
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,mmm i almost went for u,1492670949.78208
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Ok let's try it,1492670950.59009
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,u & o here,1492670951.14872
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,o ?,1492670954.68245
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Maybe O then?,1492670956.92541
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,lesdou,1492670957.20088
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,mhm,1492670958.1393
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,i want to try u. try u,1492670960.15276
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,good,1492670963.30601
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,(Y),1492670963.85301
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Though I or U ,1492670966.47413
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,"uhm, was considering i too",1492670972.41822
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,This was most def an ohh sound,1492670975.00477
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,try that,1492670976.99494
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Ok so o?,1492670982.3084
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,yes (y),1492670986.93641
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,ooo,1492670992.707
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,for me i sounded like an Ø,1492670996.67794
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,sure?,1492670996.68195
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,never,1492670999.11548
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,sounded more like a normal o,1492671002.14576
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,e or u,1492671003.51667
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,not the computer one,1492671007.71977
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I am maybe 75 % confident it was e.,1492671008.22254
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,mmmmmmm,1492671010.0148
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,tru :),1492671011.2628
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,But I can totally follow the e,1492671012.23155
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,okay o :),1492671012.94719
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,lets go e ,1492671013.15588
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,fake o,1492671015.97076
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,okay lets,1492671017.45815
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,(Y),1492671018.27878
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I think it was an e. I feel like it was far from u. It sounded more like an æ to me,1492671026.96064
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,"Yes, that sounds proof",1492671041.9063
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,50 50 ,1492671043.45606
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,"I feel like this was the same sound as before, where we both answered u",1492671055.19996
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,i really dont know it was kind a like a å sound ,1492671055.92945
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,we got this one wrong before. i think we had it twice right noe,1492671058.63504
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,50 50 between u and o,1492671059.57025
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,U?,1492671060.48975
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,u it is then (y) ,1492671066.09016
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I have no idea!,1492671067.02766
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,"hm, sounded more like o to me",1492671071.39909
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,can e,1492671077.64533
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,This was more like an 'øhh' sound ,1492671079.33631
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,okay,1492671080.71129
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,i heard aah again,1492671085.22837
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,ok,1492671085.95733
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,They are usually e,1492671086.63045
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,Ok. Let's do that,1492671092.78936
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,55-45,1492671103.35688
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,o & u here,1492671106.79172
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,Could have been o,1492671109.24345
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,Are you certain?,1492671112.02139
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,O?,1492671112.18515
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,(y) ,1492671115.19899
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,hmm do you remember what we answered the last time for this sound?,1492671120.50142
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I feel like it was the y sound again ,1492671122.30792
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I think i'm sure ,1492671127.34534
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,Almost pressed e,1492671129.13893
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,although it is really hard to distinguish ,1492671135.24325
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,e? ,1492671136.09248
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,Let's go with i then ,1492671137.50667
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I heard o as well.,1492671137.79442
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,press it now :D,1492671138.87823
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,haha,1492671142.04198
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,if i'm right that it is aah we answered u and that was wrong,1492671142.97695
je0942iu,2,11,u94orwde,2-confidence_audio-6,A,then o? ,1492671147.06565
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I started becoming more inclined towards o after seeeing your answer,1492671153.4512
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,"Yes, O!",1492671155.27335
je0942iu,2,17,wi3yxq10,2-confidence_audio-9,A,"ok, so try o then?",1492671162.95375
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,Wasn't this the same as before,1492671164.23328
je0942iu,2,18,2yx71as8,2-confidence_audio-9,B,yea,1492671171.5249
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,i perhapss?,1492671173.20995
je0942iu,2,12,u9ejo4df,2-confidence_audio-6,B,I heard i and e,1492671174.96917
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,(long streakkkkkk),1492671178.43364
je0942iu,2,13,2sraso81,2-confidence_audio-7,A,famous o vs u at it again,1492671178.80793
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,You're good at this. You're call :D,1492671181.47355
je0942iu,2,6,i73tumgv,2-confidence_audio-3,B,I think it sounded differently but I'm not sure. We'll go with e,1492671185.32786
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,(clap clap),1492671185.40971
je0942iu,2,14,jetfb5kc,2-confidence_audio-7,B,*Your,1492671187.64311
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,mmmm,1492671190.96415
je0942iu,2,5,tu1z12uj,2-confidence_audio-3,A,ok,1492671193.01365
je0942iu,2,16,xy33r4v1,2-confidence_audio-8,B,hi,1492671229.68974
je0942iu,2,15,nxjnaz7x,2-confidence_audio-8,A,hi,1492671233.83779
