participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.answer,player.correct_individual,player.payoff,group.id_in_subsession,group.consensus,group.ready,group.correct_consensus,group.stimulus,group.vowel,group.intensity,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
13,4kfei03p,,0,0,1400,,,,,,0,0,,,1,,,0,7,,,,,,,57,l4rtvahp,,,,,,0
14,5j1d7ux6,,0,0,1400,,,,,,0,0,,,2,,,0,7,,,,,,,57,l4rtvahp,,,,,,0
15,h4gbnrfl,,0,0,1400,,,,,,0,0,,,1,,,0,8,,,,,,,57,l4rtvahp,,,,,,0
16,2ox4usuo,,0,0,1400,,,,,,0,0,,,2,,,0,8,,,,,,,57,l4rtvahp,,,,,,0
17,lcfzagce,,0,0,1400,,,,,,0,0,,,1,,,0,9,,,,,,,57,l4rtvahp,,,,,,0
18,emwz263q,,0,0,1400,,,,,,0,0,,,2,,,0,9,,,,,,,57,l4rtvahp,,,,,,0
19,5h8532al,,0,0,1400,,,,,,0,0,,,1,,,0,10,,,,,,,57,l4rtvahp,,,,,,0
20,hvkev13z,,0,0,1400,,,,,,0,0,,,2,,,0,10,,,,,,,57,l4rtvahp,,,,,,0
21,bus4gq0j,,0,0,1400,,,,,,0,0,,,1,,,0,11,,,,,,,57,l4rtvahp,,,,,,0
22,jrm8e915,,0,0,1400,,,,,,0,0,,,2,,,0,11,,,,,,,57,l4rtvahp,,,,,,0
23,4d4lvfqq,,0,0,1400,,,,,,0,0,,,1,,,0,12,,,,,,,57,l4rtvahp,,,,,,0
24,5z849l1a,,0,0,1400,,,,,,0,0,,,2,,,0,12,,,,,,,57,l4rtvahp,,,,,,0
25,e7f07yzr,,0,0,1400,,,,,,0,0,,,1,,,0,13,,,,,,,57,l4rtvahp,,,,,,0
26,y0exh9h3,,0,0,1400,,,,,,0,0,,,2,,,0,13,,,,,,,57,l4rtvahp,,,,,,0
27,8og7a9ms,,0,0,1400,,,,,,0,0,,,1,,,0,14,,,,,,,57,l4rtvahp,,,,,,0
28,9jmdn508,,0,0,1400,,,,,,0,0,,,2,,,0,14,,,,,,,57,l4rtvahp,,,,,,0
29,3wucsqa6,,0,0,1400,,,,,,0,0,,,1,,,0,15,,,,,,,57,l4rtvahp,,,,,,0
30,vfn7hazy,,0,0,1400,,,,,,0,0,,,2,,,0,15,,,,,,,57,l4rtvahp,,,,,,0
1,am7duxfk,,0,1,1400,confidence_audio,1,Introduction,10.71.9.43,2017-04-20 06:06:14.372705+00:00,0,1,,,1,,,0,1,,,,,,,58,l4rtvahp,,,,,,0
2,p61q0dur,,0,0,1400,,,,,,0,0,,,2,,,0,1,,,,,,,58,l4rtvahp,,,,,,0
3,wj5ho64c,,0,0,1400,,,,,,0,0,,,1,,,0,2,,,,,,,58,l4rtvahp,,,,,,0
4,1nqtltde,,0,0,1400,,,,,,0,0,,,2,,,0,2,,,,,,,58,l4rtvahp,,,,,,0
5,t1m6qg01,,0,0,1400,,,,,,0,0,,,1,,,0,3,,,,,,,58,l4rtvahp,,,,,,0
6,b37ksxix,,0,0,1400,,,,,,0,0,,,2,,,0,3,,,,,,,58,l4rtvahp,,,,,,0
7,kxmz8958,,0,0,1400,,,,,,0,0,,,1,,,0,4,,,,,,,58,l4rtvahp,,,,,,0
8,9yea2tkj,,0,0,1400,,,,,,0,0,,,2,,,0,4,,,,,,,58,l4rtvahp,,,,,,0
9,tprc0pfs,,0,0,1400,,,,,,0,0,,,1,,,0,5,,,,,,,58,l4rtvahp,,,,,,0
10,q48lusdu,,0,0,1400,,,,,,0,0,,,2,,,0,5,,,,,,,58,l4rtvahp,,,,,,0
11,4to8hjbp,,0,0,1400,,,,,,0,0,,,1,,,0,6,,,,,,,58,l4rtvahp,,,,,,0
12,66cqud0r,,0,0,1400,,,,,,0,0,,,2,,,0,6,,,,,,,58,l4rtvahp,,,,,,0
13,4kfei03p,,0,0,1400,,,,,,0,0,,,1,,,0,7,,,,,,,58,l4rtvahp,,,,,,0
14,5j1d7ux6,,0,0,1400,,,,,,0,0,,,2,,,0,7,,,,,,,58,l4rtvahp,,,,,,0
15,h4gbnrfl,,0,0,1400,,,,,,0,0,,,1,,,0,8,,,,,,,58,l4rtvahp,,,,,,0
16,2ox4usuo,,0,0,1400,,,,,,0,0,,,2,,,0,8,,,,,,,58,l4rtvahp,,,,,,0
17,lcfzagce,,0,0,1400,,,,,,0,0,,,1,,,0,9,,,,,,,58,l4rtvahp,,,,,,0
18,emwz263q,,0,0,1400,,,,,,0,0,,,2,,,0,9,,,,,,,58,l4rtvahp,,,,,,0
19,5h8532al,,0,0,1400,,,,,,0,0,,,1,,,0,10,,,,,,,58,l4rtvahp,,,,,,0
20,hvkev13z,,0,0,1400,,,,,,0,0,,,2,,,0,10,,,,,,,58,l4rtvahp,,,,,,0
21,bus4gq0j,,0,0,1400,,,,,,0,0,,,1,,,0,11,,,,,,,58,l4rtvahp,,,,,,0
22,jrm8e915,,0,0,1400,,,,,,0,0,,,2,,,0,11,,,,,,,58,l4rtvahp,,,,,,0
23,4d4lvfqq,,0,0,1400,,,,,,0,0,,,1,,,0,12,,,,,,,58,l4rtvahp,,,,,,0
24,5z849l1a,,0,0,1400,,,,,,0,0,,,2,,,0,12,,,,,,,58,l4rtvahp,,,,,,0
25,e7f07yzr,,0,0,1400,,,,,,0,0,,,1,,,0,13,,,,,,,58,l4rtvahp,,,,,,0
26,y0exh9h3,,0,0,1400,,,,,,0,0,,,2,,,0,13,,,,,,,58,l4rtvahp,,,,,,0
27,8og7a9ms,,0,0,1400,,,,,,0,0,,,1,,,0,14,,,,,,,58,l4rtvahp,,,,,,0
28,9jmdn508,,0,0,1400,,,,,,0,0,,,2,,,0,14,,,,,,,58,l4rtvahp,,,,,,0
29,3wucsqa6,,0,0,1400,,,,,,0,0,,,1,,,0,15,,,,,,,58,l4rtvahp,,,,,,0
30,vfn7hazy,,0,0,1400,,,,,,0,0,,,2,,,0,15,,,,,,,58,l4rtvahp,,,,,,0
1,am7duxfk,,0,1,1400,confidence_audio,1,Introduction,10.71.9.43,2017-04-20 06:06:14.372705+00:00,0,1,,,1,,,0,1,,,,,,,59,l4rtvahp,,,,,,0
2,p61q0dur,,0,0,1400,,,,,,0,0,,,2,,,0,1,,,,,,,59,l4rtvahp,,,,,,0
3,wj5ho64c,,0,0,1400,,,,,,0,0,,,1,,,0,2,,,,,,,59,l4rtvahp,,,,,,0
4,1nqtltde,,0,0,1400,,,,,,0,0,,,2,,,0,2,,,,,,,59,l4rtvahp,,,,,,0
5,t1m6qg01,,0,0,1400,,,,,,0,0,,,1,,,0,3,,,,,,,59,l4rtvahp,,,,,,0
6,b37ksxix,,0,0,1400,,,,,,0,0,,,2,,,0,3,,,,,,,59,l4rtvahp,,,,,,0
7,kxmz8958,,0,0,1400,,,,,,0,0,,,1,,,0,4,,,,,,,59,l4rtvahp,,,,,,0
8,9yea2tkj,,0,0,1400,,,,,,0,0,,,2,,,0,4,,,,,,,59,l4rtvahp,,,,,,0
9,tprc0pfs,,0,0,1400,,,,,,0,0,,,1,,,0,5,,,,,,,59,l4rtvahp,,,,,,0
10,q48lusdu,,0,0,1400,,,,,,0,0,,,2,,,0,5,,,,,,,59,l4rtvahp,,,,,,0
11,4to8hjbp,,0,0,1400,,,,,,0,0,,,1,,,0,6,,,,,,,59,l4rtvahp,,,,,,0
12,66cqud0r,,0,0,1400,,,,,,0,0,,,2,,,0,6,,,,,,,59,l4rtvahp,,,,,,0
13,4kfei03p,,0,0,1400,,,,,,0,0,,,1,,,0,7,,,,,,,59,l4rtvahp,,,,,,0
14,5j1d7ux6,,0,0,1400,,,,,,0,0,,,2,,,0,7,,,,,,,59,l4rtvahp,,,,,,0
15,h4gbnrfl,,0,0,1400,,,,,,0,0,,,1,,,0,8,,,,,,,59,l4rtvahp,,,,,,0
16,2ox4usuo,,0,0,1400,,,,,,0,0,,,2,,,0,8,,,,,,,59,l4rtvahp,,,,,,0
17,lcfzagce,,0,0,1400,,,,,,0,0,,,1,,,0,9,,,,,,,59,l4rtvahp,,,,,,0
18,emwz263q,,0,0,1400,,,,,,0,0,,,2,,,0,9,,,,,,,59,l4rtvahp,,,,,,0
19,5h8532al,,0,0,1400,,,,,,0,0,,,1,,,0,10,,,,,,,59,l4rtvahp,,,,,,0
20,hvkev13z,,0,0,1400,,,,,,0,0,,,2,,,0,10,,,,,,,59,l4rtvahp,,,,,,0
21,bus4gq0j,,0,0,1400,,,,,,0,0,,,1,,,0,11,,,,,,,59,l4rtvahp,,,,,,0
22,jrm8e915,,0,0,1400,,,,,,0,0,,,2,,,0,11,,,,,,,59,l4rtvahp,,,,,,0
23,4d4lvfqq,,0,0,1400,,,,,,0,0,,,1,,,0,12,,,,,,,59,l4rtvahp,,,,,,0
24,5z849l1a,,0,0,1400,,,,,,0,0,,,2,,,0,12,,,,,,,59,l4rtvahp,,,,,,0
25,e7f07yzr,,0,0,1400,,,,,,0,0,,,1,,,0,13,,,,,,,59,l4rtvahp,,,,,,0
26,y0exh9h3,,0,0,1400,,,,,,0,0,,,2,,,0,13,,,,,,,59,l4rtvahp,,,,,,0
27,8og7a9ms,,0,0,1400,,,,,,0,0,,,1,,,0,14,,,,,,,59,l4rtvahp,,,,,,0
28,9jmdn508,,0,0,1400,,,,,,0,0,,,2,,,0,14,,,,,,,59,l4rtvahp,,,,,,0
29,3wucsqa6,,0,0,1400,,,,,,0,0,,,1,,,0,15,,,,,,,59,l4rtvahp,,,,,,0
30,vfn7hazy,,0,0,1400,,,,,,0,0,,,2,,,0,15,,,,,,,59,l4rtvahp,,,,,,0
1,am7duxfk,,0,1,1400,confidence_audio,1,Introduction,10.71.9.43,2017-04-20 06:06:14.372705+00:00,0,1,,,1,,,0,1,,,,,,,60,l4rtvahp,,,,,,0
2,p61q0dur,,0,0,1400,,,,,,0,0,,,2,,,0,1,,,,,,,60,l4rtvahp,,,,,,0
3,wj5ho64c,,0,0,1400,,,,,,0,0,,,1,,,0,2,,,,,,,60,l4rtvahp,,,,,,0
4,1nqtltde,,0,0,1400,,,,,,0,0,,,2,,,0,2,,,,,,,60,l4rtvahp,,,,,,0
5,t1m6qg01,,0,0,1400,,,,,,0,0,,,1,,,0,3,,,,,,,60,l4rtvahp,,,,,,0
6,b37ksxix,,0,0,1400,,,,,,0,0,,,2,,,0,3,,,,,,,60,l4rtvahp,,,,,,0
7,kxmz8958,,0,0,1400,,,,,,0,0,,,1,,,0,4,,,,,,,60,l4rtvahp,,,,,,0
8,9yea2tkj,,0,0,1400,,,,,,0,0,,,2,,,0,4,,,,,,,60,l4rtvahp,,,,,,0
9,tprc0pfs,,0,0,1400,,,,,,0,0,,,1,,,0,5,,,,,,,60,l4rtvahp,,,,,,0
10,q48lusdu,,0,0,1400,,,,,,0,0,,,2,,,0,5,,,,,,,60,l4rtvahp,,,,,,0
11,4to8hjbp,,0,0,1400,,,,,,0,0,,,1,,,0,6,,,,,,,60,l4rtvahp,,,,,,0
12,66cqud0r,,0,0,1400,,,,,,0,0,,,2,,,0,6,,,,,,,60,l4rtvahp,,,,,,0
13,4kfei03p,,0,0,1400,,,,,,0,0,,,1,,,0,7,,,,,,,60,l4rtvahp,,,,,,0
14,5j1d7ux6,,0,0,1400,,,,,,0,0,,,2,,,0,7,,,,,,,60,l4rtvahp,,,,,,0
15,h4gbnrfl,,0,0,1400,,,,,,0,0,,,1,,,0,8,,,,,,,60,l4rtvahp,,,,,,0
16,2ox4usuo,,0,0,1400,,,,,,0,0,,,2,,,0,8,,,,,,,60,l4rtvahp,,,,,,0
17,lcfzagce,,0,0,1400,,,,,,0,0,,,1,,,0,9,,,,,,,60,l4rtvahp,,,,,,0
18,emwz263q,,0,0,1400,,,,,,0,0,,,2,,,0,9,,,,,,,60,l4rtvahp,,,,,,0
19,5h8532al,,0,0,1400,,,,,,0,0,,,1,,,0,10,,,,,,,60,l4rtvahp,,,,,,0
20,hvkev13z,,0,0,1400,,,,,,0,0,,,2,,,0,10,,,,,,,60,l4rtvahp,,,,,,0
21,bus4gq0j,,0,0,1400,,,,,,0,0,,,1,,,0,11,,,,,,,60,l4rtvahp,,,,,,0
22,jrm8e915,,0,0,1400,,,,,,0,0,,,2,,,0,11,,,,,,,60,l4rtvahp,,,,,,0
23,4d4lvfqq,,0,0,1400,,,,,,0,0,,,1,,,0,12,,,,,,,60,l4rtvahp,,,,,,0
24,5z849l1a,,0,0,1400,,,,,,0,0,,,2,,,0,12,,,,,,,60,l4rtvahp,,,,,,0
25,e7f07yzr,,0,0,1400,,,,,,0,0,,,1,,,0,13,,,,,,,60,l4rtvahp,,,,,,0
26,y0exh9h3,,0,0,1400,,,,,,0,0,,,2,,,0,13,,,,,,,60,l4rtvahp,,,,,,0
27,8og7a9ms,,0,0,1400,,,,,,0,0,,,1,,,0,14,,,,,,,60,l4rtvahp,,,,,,0
28,9jmdn508,,0,0,1400,,,,,,0,0,,,2,,,0,14,,,,,,,60,l4rtvahp,,,,,,0
29,3wucsqa6,,0,0,1400,,,,,,0,0,,,1,,,0,15,,,,,,,60,l4rtvahp,,,,,,0
30,vfn7hazy,,0,0,1400,,,,,,0,0,,,2,,,0,15,,,,,,,60,l4rtvahp,,,,,,0
1,am7duxfk,,0,1,1400,confidence_audio,1,Introduction,10.71.9.43,2017-04-20 06:06:14.372705+00:00,0,1,,,1,,,0,1,,,,,,,61,l4rtvahp,,,,,,0
2,p61q0dur,,0,0,1400,,,,,,0,0,,,2,,,0,1,,,,,,,61,l4rtvahp,,,,,,0
3,wj5ho64c,,0,0,1400,,,,,,0,0,,,1,,,0,2,,,,,,,61,l4rtvahp,,,,,,0
4,1nqtltde,,0,0,1400,,,,,,0,0,,,2,,,0,2,,,,,,,61,l4rtvahp,,,,,,0
5,t1m6qg01,,0,0,1400,,,,,,0,0,,,1,,,0,3,,,,,,,61,l4rtvahp,,,,,,0
6,b37ksxix,,0,0,1400,,,,,,0,0,,,2,,,0,3,,,,,,,61,l4rtvahp,,,,,,0
7,kxmz8958,,0,0,1400,,,,,,0,0,,,1,,,0,4,,,,,,,61,l4rtvahp,,,,,,0
8,9yea2tkj,,0,0,1400,,,,,,0,0,,,2,,,0,4,,,,,,,61,l4rtvahp,,,,,,0
9,tprc0pfs,,0,0,1400,,,,,,0,0,,,1,,,0,5,,,,,,,61,l4rtvahp,,,,,,0
10,q48lusdu,,0,0,1400,,,,,,0,0,,,2,,,0,5,,,,,,,61,l4rtvahp,,,,,,0
11,4to8hjbp,,0,0,1400,,,,,,0,0,,,1,,,0,6,,,,,,,61,l4rtvahp,,,,,,0
12,66cqud0r,,0,0,1400,,,,,,0,0,,,2,,,0,6,,,,,,,61,l4rtvahp,,,,,,0
13,4kfei03p,,0,0,1400,,,,,,0,0,,,1,,,0,7,,,,,,,61,l4rtvahp,,,,,,0
14,5j1d7ux6,,0,0,1400,,,,,,0,0,,,2,,,0,7,,,,,,,61,l4rtvahp,,,,,,0
15,h4gbnrfl,,0,0,1400,,,,,,0,0,,,1,,,0,8,,,,,,,61,l4rtvahp,,,,,,0
16,2ox4usuo,,0,0,1400,,,,,,0,0,,,2,,,0,8,,,,,,,61,l4rtvahp,,,,,,0
17,lcfzagce,,0,0,1400,,,,,,0,0,,,1,,,0,9,,,,,,,61,l4rtvahp,,,,,,0
18,emwz263q,,0,0,1400,,,,,,0,0,,,2,,,0,9,,,,,,,61,l4rtvahp,,,,,,0
19,5h8532al,,0,0,1400,,,,,,0,0,,,1,,,0,10,,,,,,,61,l4rtvahp,,,,,,0
20,hvkev13z,,0,0,1400,,,,,,0,0,,,2,,,0,10,,,,,,,61,l4rtvahp,,,,,,0
21,bus4gq0j,,0,0,1400,,,,,,0,0,,,1,,,0,11,,,,,,,61,l4rtvahp,,,,,,0
22,jrm8e915,,0,0,1400,,,,,,0,0,,,2,,,0,11,,,,,,,61,l4rtvahp,,,,,,0
23,4d4lvfqq,,0,0,1400,,,,,,0,0,,,1,,,0,12,,,,,,,61,l4rtvahp,,,,,,0
24,5z849l1a,,0,0,1400,,,,,,0,0,,,2,,,0,12,,,,,,,61,l4rtvahp,,,,,,0
25,e7f07yzr,,0,0,1400,,,,,,0,0,,,1,,,0,13,,,,,,,61,l4rtvahp,,,,,,0
26,y0exh9h3,,0,0,1400,,,,,,0,0,,,2,,,0,13,,,,,,,61,l4rtvahp,,,,,,0
27,8og7a9ms,,0,0,1400,,,,,,0,0,,,1,,,0,14,,,,,,,61,l4rtvahp,,,,,,0
28,9jmdn508,,0,0,1400,,,,,,0,0,,,2,,,0,14,,,,,,,61,l4rtvahp,,,,,,0
29,3wucsqa6,,0,0,1400,,,,,,0,0,,,1,,,0,15,,,,,,,61,l4rtvahp,,,,,,0
30,vfn7hazy,,0,0,1400,,,,,,0,0,,,2,,,0,15,,,,,,,61,l4rtvahp,,,,,,0
1,am7duxfk,,0,1,1400,confidence_audio,1,Introduction,10.71.9.43,2017-04-20 06:06:14.372705+00:00,0,1,,,1,,,0,1,,,,,,,62,l4rtvahp,,,,,,0
2,p61q0dur,,0,0,1400,,,,,,0,0,,,2,,,0,1,,,,,,,62,l4rtvahp,,,,,,0
3,wj5ho64c,,0,0,1400,,,,,,0,0,,,1,,,0,2,,,,,,,62,l4rtvahp,,,,,,0
4,1nqtltde,,0,0,1400,,,,,,0,0,,,2,,,0,2,,,,,,,62,l4rtvahp,,,,,,0
5,t1m6qg01,,0,0,1400,,,,,,0,0,,,1,,,0,3,,,,,,,62,l4rtvahp,,,,,,0
6,b37ksxix,,0,0,1400,,,,,,0,0,,,2,,,0,3,,,,,,,62,l4rtvahp,,,,,,0
7,kxmz8958,,0,0,1400,,,,,,0,0,,,1,,,0,4,,,,,,,62,l4rtvahp,,,,,,0
8,9yea2tkj,,0,0,1400,,,,,,0,0,,,2,,,0,4,,,,,,,62,l4rtvahp,,,,,,0
9,tprc0pfs,,0,0,1400,,,,,,0,0,,,1,,,0,5,,,,,,,62,l4rtvahp,,,,,,0
10,q48lusdu,,0,0,1400,,,,,,0,0,,,2,,,0,5,,,,,,,62,l4rtvahp,,,,,,0
11,4to8hjbp,,0,0,1400,,,,,,0,0,,,1,,,0,6,,,,,,,62,l4rtvahp,,,,,,0
12,66cqud0r,,0,0,1400,,,,,,0,0,,,2,,,0,6,,,,,,,62,l4rtvahp,,,,,,0
13,4kfei03p,,0,0,1400,,,,,,0,0,,,1,,,0,7,,,,,,,62,l4rtvahp,,,,,,0
14,5j1d7ux6,,0,0,1400,,,,,,0,0,,,2,,,0,7,,,,,,,62,l4rtvahp,,,,,,0
15,h4gbnrfl,,0,0,1400,,,,,,0,0,,,1,,,0,8,,,,,,,62,l4rtvahp,,,,,,0
16,2ox4usuo,,0,0,1400,,,,,,0,0,,,2,,,0,8,,,,,,,62,l4rtvahp,,,,,,0
17,lcfzagce,,0,0,1400,,,,,,0,0,,,1,,,0,9,,,,,,,62,l4rtvahp,,,,,,0
18,emwz263q,,0,0,1400,,,,,,0,0,,,2,,,0,9,,,,,,,62,l4rtvahp,,,,,,0
19,5h8532al,,0,0,1400,,,,,,0,0,,,1,,,0,10,,,,,,,62,l4rtvahp,,,,,,0
20,hvkev13z,,0,0,1400,,,,,,0,0,,,2,,,0,10,,,,,,,62,l4rtvahp,,,,,,0
21,bus4gq0j,,0,0,1400,,,,,,0,0,,,1,,,0,11,,,,,,,62,l4rtvahp,,,,,,0
22,jrm8e915,,0,0,1400,,,,,,0,0,,,2,,,0,11,,,,,,,62,l4rtvahp,,,,,,0
23,4d4lvfqq,,0,0,1400,,,,,,0,0,,,1,,,0,12,,,,,,,62,l4rtvahp,,,,,,0
24,5z849l1a,,0,0,1400,,,,,,0,0,,,2,,,0,12,,,,,,,62,l4rtvahp,,,,,,0
25,e7f07yzr,,0,0,1400,,,,,,0,0,,,1,,,0,13,,,,,,,62,l4rtvahp,,,,,,0
26,y0exh9h3,,0,0,1400,,,,,,0,0,,,2,,,0,13,,,,,,,62,l4rtvahp,,,,,,0
27,8og7a9ms,,0,0,1400,,,,,,0,0,,,1,,,0,14,,,,,,,62,l4rtvahp,,,,,,0
28,9jmdn508,,0,0,1400,,,,,,0,0,,,2,,,0,14,,,,,,,62,l4rtvahp,,,,,,0
29,3wucsqa6,,0,0,1400,,,,,,0,0,,,1,,,0,15,,,,,,,62,l4rtvahp,,,,,,0
30,vfn7hazy,,0,0,1400,,,,,,0,0,,,2,,,0,15,,,,,,,62,l4rtvahp,,,,,,0
1,am7duxfk,,0,1,1400,confidence_audio,1,Introduction,10.71.9.43,2017-04-20 06:06:14.372705+00:00,0,1,,,1,,,0,1,,,,,,,63,l4rtvahp,,,,,,0
2,p61q0dur,,0,0,1400,,,,,,0,0,,,2,,,0,1,,,,,,,63,l4rtvahp,,,,,,0
3,wj5ho64c,,0,0,1400,,,,,,0,0,,,1,,,0,2,,,,,,,63,l4rtvahp,,,,,,0
4,1nqtltde,,0,0,1400,,,,,,0,0,,,2,,,0,2,,,,,,,63,l4rtvahp,,,,,,0
5,t1m6qg01,,0,0,1400,,,,,,0,0,,,1,,,0,3,,,,,,,63,l4rtvahp,,,,,,0
6,b37ksxix,,0,0,1400,,,,,,0,0,,,2,,,0,3,,,,,,,63,l4rtvahp,,,,,,0
7,kxmz8958,,0,0,1400,,,,,,0,0,,,1,,,0,4,,,,,,,63,l4rtvahp,,,,,,0
8,9yea2tkj,,0,0,1400,,,,,,0,0,,,2,,,0,4,,,,,,,63,l4rtvahp,,,,,,0
9,tprc0pfs,,0,0,1400,,,,,,0,0,,,1,,,0,5,,,,,,,63,l4rtvahp,,,,,,0
10,q48lusdu,,0,0,1400,,,,,,0,0,,,2,,,0,5,,,,,,,63,l4rtvahp,,,,,,0
11,4to8hjbp,,0,0,1400,,,,,,0,0,,,1,,,0,6,,,,,,,63,l4rtvahp,,,,,,0
12,66cqud0r,,0,0,1400,,,,,,0,0,,,2,,,0,6,,,,,,,63,l4rtvahp,,,,,,0
13,4kfei03p,,0,0,1400,,,,,,0,0,,,1,,,0,7,,,,,,,63,l4rtvahp,,,,,,0
14,5j1d7ux6,,0,0,1400,,,,,,0,0,,,2,,,0,7,,,,,,,63,l4rtvahp,,,,,,0
15,h4gbnrfl,,0,0,1400,,,,,,0,0,,,1,,,0,8,,,,,,,63,l4rtvahp,,,,,,0
16,2ox4usuo,,0,0,1400,,,,,,0,0,,,2,,,0,8,,,,,,,63,l4rtvahp,,,,,,0
17,lcfzagce,,0,0,1400,,,,,,0,0,,,1,,,0,9,,,,,,,63,l4rtvahp,,,,,,0
18,emwz263q,,0,0,1400,,,,,,0,0,,,2,,,0,9,,,,,,,63,l4rtvahp,,,,,,0
19,5h8532al,,0,0,1400,,,,,,0,0,,,1,,,0,10,,,,,,,63,l4rtvahp,,,,,,0
20,hvkev13z,,0,0,1400,,,,,,0,0,,,2,,,0,10,,,,,,,63,l4rtvahp,,,,,,0
21,bus4gq0j,,0,0,1400,,,,,,0,0,,,1,,,0,11,,,,,,,63,l4rtvahp,,,,,,0
22,jrm8e915,,0,0,1400,,,,,,0,0,,,2,,,0,11,,,,,,,63,l4rtvahp,,,,,,0
23,4d4lvfqq,,0,0,1400,,,,,,0,0,,,1,,,0,12,,,,,,,63,l4rtvahp,,,,,,0
24,5z849l1a,,0,0,1400,,,,,,0,0,,,2,,,0,12,,,,,,,63,l4rtvahp,,,,,,0
25,e7f07yzr,,0,0,1400,,,,,,0,0,,,1,,,0,13,,,,,,,63,l4rtvahp,,,,,,0
26,y0exh9h3,,0,0,1400,,,,,,0,0,,,2,,,0,13,,,,,,,63,l4rtvahp,,,,,,0
27,8og7a9ms,,0,0,1400,,,,,,0,0,,,1,,,0,14,,,,,,,63,l4rtvahp,,,,,,0
28,9jmdn508,,0,0,1400,,,,,,0,0,,,2,,,0,14,,,,,,,63,l4rtvahp,,,,,,0
29,3wucsqa6,,0,0,1400,,,,,,0,0,,,1,,,0,15,,,,,,,63,l4rtvahp,,,,,,0
30,vfn7hazy,,0,0,1400,,,,,,0,0,,,2,,,0,15,,,,,,,63,l4rtvahp,,,,,,0
1,am7duxfk,,0,1,1400,confidence_audio,1,Introduction,10.71.9.43,2017-04-20 06:06:14.372705+00:00,0,1,,,1,,,0,1,,,,,,,64,l4rtvahp,,,,,,0
2,p61q0dur,,0,0,1400,,,,,,0,0,,,2,,,0,1,,,,,,,64,l4rtvahp,,,,,,0
3,wj5ho64c,,0,0,1400,,,,,,0,0,,,1,,,0,2,,,,,,,64,l4rtvahp,,,,,,0
4,1nqtltde,,0,0,1400,,,,,,0,0,,,2,,,0,2,,,,,,,64,l4rtvahp,,,,,,0
5,t1m6qg01,,0,0,1400,,,,,,0,0,,,1,,,0,3,,,,,,,64,l4rtvahp,,,,,,0
6,b37ksxix,,0,0,1400,,,,,,0,0,,,2,,,0,3,,,,,,,64,l4rtvahp,,,,,,0
7,kxmz8958,,0,0,1400,,,,,,0,0,,,1,,,0,4,,,,,,,64,l4rtvahp,,,,,,0
8,9yea2tkj,,0,0,1400,,,,,,0,0,,,2,,,0,4,,,,,,,64,l4rtvahp,,,,,,0
9,tprc0pfs,,0,0,1400,,,,,,0,0,,,1,,,0,5,,,,,,,64,l4rtvahp,,,,,,0
10,q48lusdu,,0,0,1400,,,,,,0,0,,,2,,,0,5,,,,,,,64,l4rtvahp,,,,,,0
11,4to8hjbp,,0,0,1400,,,,,,0,0,,,1,,,0,6,,,,,,,64,l4rtvahp,,,,,,0
12,66cqud0r,,0,0,1400,,,,,,0,0,,,2,,,0,6,,,,,,,64,l4rtvahp,,,,,,0
13,4kfei03p,,0,0,1400,,,,,,0,0,,,1,,,0,7,,,,,,,64,l4rtvahp,,,,,,0
14,5j1d7ux6,,0,0,1400,,,,,,0,0,,,2,,,0,7,,,,,,,64,l4rtvahp,,,,,,0
15,h4gbnrfl,,0,0,1400,,,,,,0,0,,,1,,,0,8,,,,,,,64,l4rtvahp,,,,,,0
16,2ox4usuo,,0,0,1400,,,,,,0,0,,,2,,,0,8,,,,,,,64,l4rtvahp,,,,,,0
17,lcfzagce,,0,0,1400,,,,,,0,0,,,1,,,0,9,,,,,,,64,l4rtvahp,,,,,,0
18,emwz263q,,0,0,1400,,,,,,0,0,,,2,,,0,9,,,,,,,64,l4rtvahp,,,,,,0
19,5h8532al,,0,0,1400,,,,,,0,0,,,1,,,0,10,,,,,,,64,l4rtvahp,,,,,,0
20,hvkev13z,,0,0,1400,,,,,,0,0,,,2,,,0,10,,,,,,,64,l4rtvahp,,,,,,0
21,bus4gq0j,,0,0,1400,,,,,,0,0,,,1,,,0,11,,,,,,,64,l4rtvahp,,,,,,0
22,jrm8e915,,0,0,1400,,,,,,0,0,,,2,,,0,11,,,,,,,64,l4rtvahp,,,,,,0
23,4d4lvfqq,,0,0,1400,,,,,,0,0,,,1,,,0,12,,,,,,,64,l4rtvahp,,,,,,0
24,5z849l1a,,0,0,1400,,,,,,0,0,,,2,,,0,12,,,,,,,64,l4rtvahp,,,,,,0
25,e7f07yzr,,0,0,1400,,,,,,0,0,,,1,,,0,13,,,,,,,64,l4rtvahp,,,,,,0
26,y0exh9h3,,0,0,1400,,,,,,0,0,,,2,,,0,13,,,,,,,64,l4rtvahp,,,,,,0
27,8og7a9ms,,0,0,1400,,,,,,0,0,,,1,,,0,14,,,,,,,64,l4rtvahp,,,,,,0
28,9jmdn508,,0,0,1400,,,,,,0,0,,,2,,,0,14,,,,,,,64,l4rtvahp,,,,,,0
